Url,rating,IsCity,IsProfile,IsLinks,FriendCount,PhotoCount,PagesCount,FollowersCount,AlbumsCount,VideosCount,AudiosCount,OfflineDays,HasPhoto,Site,Career,Education,following_followers_ratio,following_photos_ratio,followers_photos_ratio
https://vk.com/id1280942,1,1,0,0,916,38,43,364,0,879,0,0,1,0,0,0,2.5164835,24.1052632,9.5789474
https://vk.com/id1327235,1,1,0,0,561,377,155,512,9,216,0,5,1,1,0,0,1.0957031,1.4880637,1.3580902
https://vk.com/id1336482,1,1,1,0,436,1054,96,225,15,2764,254,0,1,0,0,1,1.9377778,0.4136622,0.2134725
https://vk.com/id1346747,0,1,1,0,443,28,1905,1674,0,0,0,2,1,0,1,1,0.2646356,15.8214286,59.7857143
https://vk.com/id1356900,1,0,0,0,174,164,108,146,0,54,0,588,1,0,0,0,1.1917808,1.0609756,0.8902439
https://vk.com/id1375882,1,1,0,0,155,106,127,445,1,31,1119,0,1,1,0,0,0.3483146,1.4622642,4.1981132
https://vk.com/id1382282,1,1,0,0,2558,774,97,1054,16,601,1026,0,1,0,0,0,2.426945,3.3049096,1.3617571
https://vk.com/id1388714,1,0,0,0,798,142,58,1006,2,159,0,180,1,0,0,0,0.7932406,5.6197183,7.084507
https://vk.com/id1408824,1,1,0,1,992,1744,1374,2199,34,554,0,0,1,1,0,0,0.4511141,0.5688073,1.2608945
https://vk.com/id1421030,1,1,0,0,297,322,726,1340,0,530,0,0,1,0,0,0,0.2216418,0.9223602,4.1614907
https://vk.com/id1440589,1,1,0,1,174,116,37,292,2,130,283,0,1,1,0,0,0.5958904,1.5,2.5172414
https://vk.com/id1451337,1,1,1,0,585,3,324,451,0,65,0,0,1,0,0,1,1.2971175,195.0,150.3333333
https://vk.com/id1466267,1,0,0,1,154,74,128,252,0,2098,4068,0,1,0,0,0,0.6111111,2.0810811,3.4054054
https://vk.com/id1470079,1,0,0,0,14,1,27,10748,0,0,0,3,1,0,0,0,0.0013026,14.0,10748.0
https://vk.com/id1471877,0,1,0,1,1506,3342,598,5633,21,1147,1014,0,1,1,0,0,0.2673531,0.4506284,1.6855177
https://vk.com/id1518126,1,0,0,1,9150,21,17,39,2,43,31,0,1,1,0,0,234.6153846,435.7142857,1.8571429
https://vk.com/id1537322,1,1,1,0,9150,5,27,46,2,25,24,0,1,0,0,1,198.9130435,1830.0,9.2
https://vk.com/id1552173,1,1,0,0,75,18,33,123,4,3,11,0,1,0,0,0,0.6097561,4.1666667,6.8333333
https://vk.com/id1553401,1,1,0,1,494,681,116,428,7,166,219,4,1,1,0,0,1.1542056,0.7254038,0.6284875
https://vk.com/id1557479,1,0,0,0,111509,20,276,642,0,963,2466,0,1,0,0,0,173.6900312,5575.45,32.1
https://vk.com/id1561881,1,1,0,0,432,3,128,831,0,229,0,0,1,0,0,0,0.5198556,144.0,277.0
https://vk.com/id1583236,1,1,0,1,149,472,30,268,8,44,434,0,1,0,0,0,0.5559701,0.315678,0.5677966
https://vk.com/id1588534,1,1,0,0,174,23,156,202,2,197,1868,0,1,0,0,0,0.8613861,7.5652174,8.7826087
https://vk.com/id1592387,1,1,1,0,19150,34,334,245,3,3,1252,0,1,0,1,1,78.1632653,563.2352941,7.2058824
https://vk.com/id1594378,1,0,0,1,243,1,68,400,0,39,0,2,1,0,0,0,0.6075,243.0,400.0
https://vk.com/id1600525,1,1,0,0,36150,134,209,140,6,86,0,0,1,0,0,0,258.2142857,269.7761194,1.0447761
https://vk.com/id1602893,1,1,0,1,153,21,37,33,0,9,0,4,1,1,0,0,4.6363636,7.2857143,1.5714286
https://vk.com/id1626558,1,1,1,0,42150,222,621,785,0,210,511,1,1,1,1,1,53.6942675,189.8648649,3.536036
https://vk.com/id1629785,1,1,0,0,978,341,280,961,6,1384,1076,0,1,0,0,0,1.0176899,2.8680352,2.8181818
https://vk.com/id1629806,1,1,0,0,174,187,86,85,3,113,420,0,1,0,0,0,2.0470588,0.9304813,0.4545455
https://vk.com/id1649732,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,276052.6291256145,608148.202111828,299.0084740800429
https://vk.com/id1652667,1,0,1,1,292,216,22,198,2,15,13,473,1,0,1,1,1.4747475,1.3518519,0.9166667
https://vk.com/id1653175,1,1,0,0,253,403,129,156,6,246,0,0,1,1,0,0,1.6217949,0.6277916,0.3870968
https://vk.com/id1654010,1,1,1,0,358,74,94,184,1,51,47,0,1,0,0,1,1.9456522,4.8378378,2.4864865
https://vk.com/id1666138,1,1,0,1,1552,40,242,1363,0,499,0,0,1,0,0,0,1.1386647,38.8,34.075
https://vk.com/id1682333,1,1,0,0,115091,673,58,652,7,63,0,0,1,1,0,0,176.5199387,171.0118871,0.9687964
https://vk.com/id1686675,1,1,0,0,797,764,176,176,2,403,0,94,1,1,0,0,4.5284091,1.0431937,0.2303665
https://vk.com/id1729980,1,1,0,0,235,553,87,225,5,233,1365,0,1,1,0,0,1.0444444,0.4249548,0.4068716
https://vk.com/id1768484,1,1,0,1,265,3,75,86,0,20,0,3,1,0,0,0,3.0813953,88.3333333,28.6666667
https://vk.com/id1802252,1,0,1,0,966,14,469,568,1,946,915,0,1,0,1,1,1.7007042,69.0,40.5714286
https://vk.com/id1866494,1,1,0,1,71150,8,41,115,0,28,0,10,1,0,0,0,618.6956522,8893.75,14.375
https://vk.com/id1873148,1,1,0,1,4150150150,15,133,32,0,263,184,0,1,0,0,0,129692192.1875,276676676.6666667,2.1333333
https://vk.com/id1875199,1,1,0,0,179,3,81,56,0,116,0,0,1,0,0,0,3.1964286,59.6666667,18.6666667
https://vk.com/id1884725,1,1,0,0,219,5,66,126,0,0,47,0,1,0,0,0,1.7380952,43.8,25.2
https://vk.com/id1896419,1,1,0,0,38150,370,136,225,4,1569,0,0,1,0,0,0,169.5555556,103.1081081,0.6081081
https://vk.com/id1900150,1,1,0,1,482,426,140,539,8,343,417,0,1,0,0,0,0.8942486,1.1314554,1.2652582
https://vk.com/id1908836,1,0,0,0,246,3,137,111,0,1,0,0,1,0,0,0,2.2162162,82.0,37.0
https://vk.com/id1927715,1,1,1,0,42150,1079,208,323,35,958,926,0,1,0,0,1,130.495356,39.0639481,0.2993513
https://vk.com/id1994171,1,1,0,0,591,33,244,628,1,376,7586,0,1,0,0,0,0.9410828,17.9090909,19.030303
https://vk.com/id1996158,1,1,0,0,732,742,175,116,6,69,686,0,1,1,0,0,6.3103448,0.9865229,0.1563342
https://vk.com/id2000438,1,0,0,0,87,3,102,261,1,127,532,0,1,0,0,0,0.3333333,29.0,87.0
https://vk.com/id2029703,1,1,0,1,412,1646,117,560,20,270,33,0,1,0,0,0,0.7357143,0.2503038,0.3402187
https://vk.com/id2040386,1,1,1,0,123,57,65,956,0,9,0,0,1,1,0,1,0.1286611,2.1578947,16.7719298
https://vk.com/id2054659,1,0,0,0,369,206,131,282,9,95,0,0,1,1,0,0,1.3085106,1.7912621,1.368932
https://vk.com/id2102515,1,1,0,0,273,207,444,698,4,777,0,6,1,1,0,0,0.3911175,1.3188406,3.3719807
https://vk.com/id2111721,1,0,0,0,797,901,185,1009,17,436,0,0,1,1,0,0,0.789891,0.8845727,1.1198668
https://vk.com/id2130210,1,1,0,0,982,775,292,610,23,419,0,0,1,1,0,0,1.6098361,1.2670968,0.7870968
https://vk.com/id2133105,1,0,0,1,1289,52,414,570,0,406,0,0,1,1,0,0,2.2614035,24.7884615,10.9615385
https://vk.com/id2139471,0,0,0,0,125,1,54,157,0,36,96,0,1,0,0,0,0.7961783,125.0,157.0
https://vk.com/id2143922,0,0,1,0,4345,26,1991,2014,0,124,1618,0,1,0,0,0,2.1573982,167.1153846,77.4615385
https://vk.com/id2159552,0,1,1,0,215035,8,1537,675,0,0,0,6,1,0,1,1,318.5703704,26879.375,84.375
https://vk.com/id2173826,1,1,0,0,1379,2644,559,3001,35,567,922,0,1,0,0,0,0.4595135,0.5215582,1.1350227
https://vk.com/id2180079,0,1,1,0,251508,36,2025,531,1,0,0,6,1,1,1,0,473.6497175,6986.3333333,14.75
https://vk.com/id2228966,1,1,0,0,189,45,49,112,0,64,566,1,1,0,0,0,1.6875,4.2,2.4888889
https://vk.com/id2238235,1,1,0,1,115,299,100,89,4,126,0,0,1,0,0,0,1.2921348,0.3846154,0.2976589
https://vk.com/id2238488,1,0,0,0,197,13,134,127,0,993,843,0,1,0,0,0,1.5511811,15.1538462,9.7692308
https://vk.com/id2257306,1,1,0,0,99,187,18,36,6,3,31,0,1,0,0,0,2.75,0.5294118,0.1925134
https://vk.com/id2265203,1,1,0,0,71,7,21,18,0,76,0,0,0,0,0,0,3.9444444,10.1428571,2.5714286
https://vk.com/id2269250,1,1,0,0,5150150,362,141,262,9,460,0,0,1,0,0,0,19657.0610687,14226.9337017,0.7237569
https://vk.com/id2281411,1,1,0,0,344,46,25,293,1,58,617,0,1,1,0,0,1.1740614,7.4782609,6.3695652
https://vk.com/id2281473,1,1,0,0,118,80,473,84,1,6,0,0,1,0,0,0,1.4047619,1.475,1.05
https://vk.com/id2314908,1,0,0,0,255,21,291,360,0,568,0,0,1,0,0,0,0.7083333,12.1428571,17.1428571
https://vk.com/id2317174,1,1,0,0,433,236,314,295,3,607,9130,0,1,0,0,0,1.4677966,1.8347458,1.25
https://vk.com/id2335405,1,1,0,1,236,142,133,466,2,380,1246,0,1,1,0,0,0.5064378,1.6619718,3.2816901
https://vk.com/id2336695,1,1,0,0,2839,515,120,956,0,76,291,0,1,1,0,0,2.9696653,5.5126214,1.8563107
https://vk.com/id2345019,1,1,1,0,81502,4152,369,916,27,1441,2361,0,1,0,0,0,88.9759825,19.6295761,0.2206166
https://vk.com/id2356279,1,0,0,0,21150,3,22,66,0,0,4,0,1,0,0,0,320.4545455,7050.0,22.0
https://vk.com/id2365294,1,0,0,0,128,365,91,35,0,34,109,0,1,0,0,0,3.6571429,0.3506849,0.0958904
https://vk.com/id2379168,1,1,0,0,87,194,34,57,1,69,252,0,1,0,0,0,1.5263158,0.4484536,0.2938144
https://vk.com/id2381694,1,1,1,0,457,328,556,269,13,44,0,0,0,0,0,1,1.6988848,1.3932927,0.820122
https://vk.com/id2389494,1,1,0,0,2212,487,129,722,0,97,0,0,1,1,0,0,3.0637119,4.5420945,1.4825462
https://vk.com/id2391040,1,1,0,1,182,275,34,49,2,20,73,13,1,0,0,0,3.7142857,0.6618182,0.1781818
https://vk.com/id2392035,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,276052.6291256145,608148.202111828,299.0084740800429
https://vk.com/id2421805,1,1,0,1,8945,1038,159,1649,0,1676,0,0,1,1,0,0,5.4244997,8.6175337,1.588632
https://vk.com/id2426438,1,1,1,1,329,559,34,315,4,71,401,0,1,0,1,1,1.0444444,0.588551,0.5635063
https://vk.com/id2436428,1,1,0,0,258,2,96,163,1,22,20,0,1,0,0,0,1.5828221,129.0,81.5
https://vk.com/id2443637,1,1,1,0,585,53,95,162,0,666,0,0,1,1,0,1,3.6111111,11.0377358,3.0566038
https://vk.com/id2444001,1,1,0,0,394,248,42,536,3,187,580,1,1,0,0,0,0.7350746,1.5887097,2.1612903
https://vk.com/id2451144,1,0,0,0,33,2,65,109,0,5,0,0,1,0,0,0,0.3027523,16.5,54.5
https://vk.com/id2504117,1,1,0,1,317,190,81,172,1,6,13,0,1,0,0,0,1.8430233,1.6684211,0.9052632
https://vk.com/id2525111,1,1,0,0,1555,283,318,419,9,125,206,0,1,1,0,0,3.7112172,5.4946996,1.4805654
https://vk.com/id2531871,1,0,1,0,117,111,65,222,0,17,1042,0,1,0,0,0,0.527027,1.0540541,2.0
https://vk.com/id2535898,1,1,0,0,28150,157,51,385,7,7,94,0,1,1,0,0,73.1168831,179.2993631,2.4522293
https://vk.com/id2537232,1,1,1,0,3211,307,120,652,2,130,74,0,1,1,0,1,4.9248466,10.4592834,2.1237785
https://vk.com/id2561895,1,1,1,0,24150,30,81,178,1,46,149,1,1,0,1,1,135.6741573,805.0,5.9333333
https://vk.com/id2601302,1,1,0,0,759,366,353,3680,0,350,476,0,1,1,0,0,0.20625,2.0737705,10.0546448
https://vk.com/id2617221,1,0,1,1,98,7,275,143,0,491,0,0,1,0,0,0,0.6853147,14.0,20.4285714
https://vk.com/id2642370,1,1,1,0,21501,113,69,259,2,22,116,0,1,1,0,1,83.015444,190.2743363,2.2920354
https://vk.com/id2644541,1,1,0,0,596,4765,59,302,33,237,0,0,1,1,0,0,1.9735099,0.1250787,0.0633788
https://vk.com/id2644858,1,1,1,0,29150,535,29,58,4,177,507,1,1,1,0,1,502.5862069,54.4859813,0.1084112
https://vk.com/id2660714,1,1,1,0,178,29,195,197,1,33,0,0,1,0,1,1,0.9035533,6.137931,6.7931034
https://vk.com/id2660913,1,1,0,0,222,14,189,0,0,2,0,0,1,0,0,0,276052.6291256145,15.8571429,0.0
https://vk.com/id2663380,1,1,0,0,628,95,247,410,0,870,0,0,1,1,0,0,1.5317073,6.6105263,4.3157895
https://vk.com/id2712871,1,1,0,1,387,66,63,328,1,1018,1018,0,1,1,0,0,1.179878,5.8636364,4.969697
https://vk.com/id2729944,1,1,0,1,2145,4,290,3360,0,383,0,0,1,1,0,0,0.6383929,536.25,840.0
https://vk.com/id2734226,1,1,0,0,118,45,61,89,11,56,881,0,1,1,0,0,1.3258427,2.6222222,1.9777778
https://vk.com/id2737964,1,1,0,0,175,330,20,52,1,3,141,1,1,1,0,0,3.3653846,0.530303,0.1575758
https://vk.com/id2739647,0,1,1,0,4573,5,3906,1263,0,0,0,110,1,0,0,0,3.6207443,914.6,252.6
https://vk.com/id2742660,1,1,0,0,141,81,7,179,1,134,123,1,1,1,0,0,0.7877095,1.7407407,2.2098765
https://vk.com/id2759862,1,1,0,0,5371,2276,113,501,14,302,0,2,1,1,0,0,10.7205589,2.3598418,0.220123
https://vk.com/id2763033,1,1,0,0,3254,841,393,475,17,500,0,0,1,1,0,0,6.8505263,3.8692033,0.5648038
https://vk.com/id2770689,1,1,0,1,458,161,58,175,2,34,201,0,1,1,0,0,2.6171429,2.8447205,1.0869565
https://vk.com/id2789604,0,1,0,0,1998,24,1550,621,1,2,0,7,1,0,0,0,3.2173913,83.25,25.875
https://vk.com/id2803923,1,0,0,0,165,84,19,62,1,11,0,0,1,0,0,0,2.6612903,1.9642857,0.7380952
https://vk.com/id2819824,1,1,0,1,165,1263,45,228,22,40,270,0,1,1,0,0,0.7236842,0.1306413,0.1805226
https://vk.com/id2820218,1,1,0,1,517,102,205,348,0,196,0,0,1,1,0,0,1.4856322,5.0686275,3.4117647
https://vk.com/id2822046,1,1,0,1,463,30,90,254,0,23,0,0,1,1,0,0,1.8228346,15.4333333,8.4666667
https://vk.com/id2828027,1,1,0,1,339,1297,23,270,8,8,0,0,1,1,0,0,1.2555556,0.2613724,0.2081727
https://vk.com/id2841531,1,1,0,1,832,1172,457,776,4,1617,0,11,1,1,0,0,1.0721649,0.7098976,0.662116
https://vk.com/id2842178,1,1,1,1,992150,1228,170,1753,9,162,0,0,1,0,1,1,565.9726184,807.9397394,1.4275244
https://vk.com/id177,0,1,1,0,1,28,1252,55652,0,1,50,1,1,0,0,0,1.8e-05,0.0357143,1987.5714286
https://vk.com/id1058,1,1,0,1,359,355,56,3131,6,114,0,0,1,1,0,0,0.1146599,1.0112676,8.8197183
https://vk.com/id1080,1,1,0,1,469,143,204,2572,8,372,0,0,1,1,0,0,0.1823484,3.2797203,17.986014
https://vk.com/id1232,1,1,0,0,1776,179,97,4174,0,764,0,0,1,0,0,0,0.4254911,9.9217877,23.3184358
https://vk.com/id1295,1,1,0,0,321,10,56,2219,0,49,562,0,1,1,0,0,0.1446598,32.1,221.9
https://vk.com/id1359,1,1,1,1,71509,153,98,28623,0,1,0,2,1,1,0,1,2.4983056,467.379085,187.0784314
https://vk.com/id1587,1,1,0,1,153,2,14,685,0,0,211,20,1,0,0,0,0.2233577,76.5,342.5
https://vk.com/id1620,1,0,0,0,86,49,1338,2567,1,284,0,0,1,0,0,0,0.0335021,1.755102,52.3877551
https://vk.com/id1631,1,0,0,0,114,8,13,1154,0,2,118,0,1,0,0,0,0.0987868,14.25,144.25
https://vk.com/id1659,1,1,0,1,413,382,18,1218,10,16,87,0,1,0,0,0,0.3390805,1.0811518,3.1884817
https://vk.com/id1699,1,1,1,1,8193,591,2200,58155,22,134,117,0,1,1,1,1,0.1408821,13.8629442,98.4010152
https://vk.com/id1841,1,1,0,0,183,33,48,1071,4,38,0,1,1,0,0,0,0.1708683,5.5454545,32.4545455
https://vk.com/id1863,1,1,0,1,1133,996,151,2449,19,24,1266,0,1,0,0,0,0.4626378,1.1375502,2.4588353
https://vk.com/id1867,1,1,0,0,324,274,81,2603,9,529,0,5,1,0,0,0,0.1244718,1.1824818,9.5
https://vk.com/id1881,1,1,0,1,412,335,61,8876,2,117,0,0,1,1,0,0,0.0464173,1.2298507,26.4955224
https://vk.com/id1961,1,0,0,0,14150,59,33,1245,0,50,0,1,1,1,0,0,11.3654618,239.8305085,21.1016949
https://vk.com/id1996,1,1,1,0,3,5,64,2476,0,1,3,1448,1,0,0,1,0.0012116,0.6,495.2
https://vk.com/id2022,1,1,0,1,663,81,561,143797,3,14,703,1,1,0,0,0,0.0046107,8.1851852,1775.2716049
https://vk.com/id2023,1,1,0,0,62,13,2804,1074,0,0,0,0,1,0,0,0,0.0577281,4.7692308,82.6153846
https://vk.com/id2050,1,1,1,1,1391,706,251,13890,7,86,997,0,1,0,1,1,0.100144,1.970255,19.674221
https://vk.com/id2103,1,1,0,0,329,51,10,1047,1,86,90,0,1,0,0,0,0.3142311,6.4509804,20.5294118
https://vk.com/id2126,1,0,0,0,286,119,119,1094,3,64,79,0,1,0,0,0,0.261426,2.4033613,9.1932773
https://vk.com/id2152,1,1,1,0,127,41,2667,3059,1,60,0,148,1,0,1,1,0.0415168,3.097561,74.6097561
https://vk.com/id2226,1,1,0,0,115087,9,159,3637,1,89,468,0,1,1,0,0,31.6433874,12787.4444444,404.1111111
https://vk.com/id2350,1,1,0,1,241,144,18,982,0,55,135,0,1,0,0,0,0.2454175,1.6736111,6.8194444
https://vk.com/id2389,0,1,1,0,98,9,2021,19072,0,0,0,1136,1,0,0,1,0.0051384,10.8888889,2119.1111111
